自動車メーカー,車種,型式,年式,適合詳細,備考,注意事項,対応純正品番,タイプ,販売価格,Camp価格,商品ID,物販コード,メーカー名,商品名,取付位置
ホンダ,ライフ/ライフディーバ,JC1/JC2,08/11～14/04,全グレード,参考DENSO品番:DCC3003,フィルター未装着車はフレーム又はトレイが必要となる場合あり,08R79-SZH-000/80291-SZH-941,カーボンタイプ,1304,,258638,30080203002-qq-141,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ライフ/ライフディーバ,JC1/JC2,08/11～14/04,全グレード,参考DENSO品番:DCC3003,フィルター未装着車はフレーム又はトレイが必要となる場合あり,80291-SZH-941/08R79-SZH-000,カーボンタイプ PM2.5cut ver.,1451,,258904,30080303001-qq-74,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,ライフダンク,JB3/JB4,00/12～03/09,全グレード,参考DENSO品番:DCC3004,,08R79-S2R-A00,カーボンタイプ,1477,,258666,30080203008-qq-124,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ライフダンク,JB3/JB4,00/12～03/09,全グレード,,,80291-S2K-003,カーボンタイプ,1437,,258632,30080203001-qq-142,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ライフダンク,JB3/JB4,00/12～03/09,,,,08R79-S2K-A00,,1308,,258533,30080103003-qq-127,STRIKE,エアコンフィルター
ホンダ,レジェンド,KB1/KB2,04/10～,,,,08R79-SEA-000A,,1296,,258524,30080103001-qq-97,STRIKE,エアコンフィルター
ホンダ,レジェンド,KB1/KB2,04/10～12/07,全グレード,参考DENSO品番:DCC3006,,80292-SFE-901,カーボンタイプ,1464,,258652,30080203004-qq-145,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,レジェンド,KB1/KB2,04/10～12/07,全グレード,参考DENSO品番:DCC3006,,80292-SFE-901,カーボンタイプ PM2.5cut ver.,1665,,258914,30080303002-qq-76,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
マツダ,AZオフロード,JM23W,98/10～14/01,全グレード,参考DENSO品番:DCC7001,,1A01-61-148,カーボンタイプ,1290,,259103,30080208002-qq-156,STRIKE,エアコンフィルター カーボンタイプ
マツダ,AZワゴン,MD11S/MD12S/MD21S/MD22S,98/10～03/10,全グレード,参考DENSO品番:DCC7001,,1A01-61-148,カーボンタイプ,1290,,258733,30080208002-qq-157,STRIKE,エアコンフィルター カーボンタイプ
マツダ,AZワゴン,MJ21S/MJ22S,03/10～08/09,全グレード,参考DENSO品番:DCC7003,,1A02-61-148,カーボンタイプ,1510,,258743,30080208003-qq-158,STRIKE,エアコンフィルター カーボンタイプ
マツダ,AZワゴン,MJ21S/MJ22S,03/10～08/09,全グレード,参考DENSO品番:DCC7003,,1A02-61-148,カーボンタイプ PM2.5cut ver.,1679,,258935,30080308001-qq-87,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
マツダ,AZワゴン,MJ23,08/09～12/10,全グレード,参考DENSO品番:DCC7006,,1A01-76-739/Z46B-V6-765,カーボンタイプ,1290,,258766,30080208005-qq-125,STRIKE,エアコンフィルター カーボンタイプ
マツダ,CX-5,KEEAW/KEEFW/KE2AW/KE2FW/KE5AW/KE5FW,12/02～,全グレード,参考DENSO品番:DCC4008,,KD45-61-J6X/K031-V9-030,カーボンタイプ,1504,,259179,30080210005-qq-126,STRIKE,エアコンフィルター カーボンタイプ
マツダ,CX-7,ER3P,06/12～11/11,全グレード,参考DENSO品番:DCC4004,,GJ6B-61-P11,カーボンタイプ,1371,,259175,30080210003-qq-127,STRIKE,エアコンフィルター カーボンタイプ
マツダ,MPV,LW3W/LWFW/LWEW/LW5W,00/08～06/02,全グレード,参考DENSO品番:DCC4003,,LDY4-61-J6X,カーボンタイプ,1530,,258888,30080210002-qq-128,STRIKE,エアコンフィルター カーボンタイプ
マツダ,RX-8,SE3P,03/04～12/06,全グレード,参考DENSO品番:DCC4003,,LDY4-61-J6X,カーボンタイプ,1530,,258889,30080210002-qq-129,STRIKE,エアコンフィルター カーボンタイプ
マツダ,アクセラスポーツ,BMEFS/BM2FS/BM5AS/BM5FS,13/11～,全グレード,参考DENSO品番:DCC4008,,KD45-61-J6X/K015-V9-030,カーボンタイプ,1504,,258893,30080210005-qq-130,STRIKE,エアコンフィルター カーボンタイプ
マツダ,アクセラセダン,BM5AP/BM5FP,13/11～,全グレード,参考DENSO品番:DCC4008,,KD45-61-J6X/K015-V9-030,カーボンタイプ,1504,,258894,30080210005-qq-131,STRIKE,エアコンフィルター カーボンタイプ
マツダ,アクセラハイブリッド,BYEFP,13/11～,全グレード,参考DENSO品番:DCC1009,,B45L-61-J6X/B45L-V9-030,カーボンタイプ,1344,,258812,30080209003-qq-163,STRIKE,エアコンフィルター カーボンタイプ
マツダ,アクセラハイブリッド,BYEFP,13/11～,全グレード,参考DENSO品番:DCC1009,,B45L-V9-030/B45L-61-J6X,カーボンタイプ PM2.5cut ver.,1530,,259216,30080309002-qq-90,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
マツダ,アテンザスポーツ,GGES/GG3S/GHEFS/GH5FS/GH5AS,GGES/GG3S:02/05～08/01<br>GHEFS/GH5FS/GH5AS:08/01～12/11,全グレード,参考DENSO品番:DCC4004,,GS1D-61-P11,カーボンタイプ,1371,,259176,30080210003-qq-133,STRIKE,エアコンフィルター カーボンタイプ
マツダ,アテンザスポーツワゴン,GYEW/GY3W/GHEFW/GH5FW/GH5AW,GYEW/GY3W:02/05～08/01<br>GHEFW/GH5FW/GH5AW:08/01～12/11,全グレード,参考DENSO品番:DCC4004,,GS1D-61-P11,カーボンタイプ,1371,,258890,30080210003-qq-135,STRIKE,エアコンフィルター カーボンタイプ
マツダ,アテンザセダン,GGEP/GG3P/GHEFP/GH5FP/GH5AP,GGEP/GG3P:02/05～08/01<br>GHEFP/GH5FP/GH5AP:08/01～12/11,全グレード,参考DENSO品番:DCC4004,,GS1D-61-P11,カーボンタイプ,1371,,259177,30080210003-qq-137,STRIKE,エアコンフィルター カーボンタイプ
マツダ,アテンザセダン,GJEFP/GJ2FP/GJ5FP,12/11～,全グレード,参考DENSO品番:DCC4008,,KD45-61-J6X/K031-V9-030,カーボンタイプ,1504,,258895,30080210005-qq-136,STRIKE,エアコンフィルター カーボンタイプ
マツダ,アテンザワゴン,GJEFW/GJ2FW/GJ5FW,12/11～,全グレード,参考DENSO品番:DCC4008,,KD45-61-J6X/K031-V9-030,カーボンタイプ,1504,,258896,30080210005-qq-139,STRIKE,エアコンフィルター カーボンタイプ
マツダ,キャロル,HB12S/HB22S/HB23S,98/10～04/09,全グレード,参考DENSO品番:DCC7001,,1A01-61-148,カーボンタイプ,1290,,258734,30080208002-qq-164,STRIKE,エアコンフィルター カーボンタイプ
マツダ,キャロル,HB24S/HB25S,HB24S:04/09～09/12<br>HB25S:09/12～13/03,全グレード,参考DENSO品番:DCC7003,,1A02-61-148,カーボンタイプ,1510,,259107,30080208003-qq-165,STRIKE,エアコンフィルター カーボンタイプ
マツダ,キャロル,HB24S/HB25S,HB24S:04/09～09/12<br>HB25S:09/12～13/03,全グレード,参考DENSO品番:DCC7003,,1A02-61-148,カーボンタイプ PM2.5cut ver.,1679,,259196,30080308001-qq-92,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
マツダ,キャロルエコ,HB35S,12/11～13/03,全グレード,参考DENSO品番:DCC7003,,1A02-61-148/Z41G-V6-765,カーボンタイプ,1510,,258746,30080208003-qq-167,STRIKE,エアコンフィルター カーボンタイプ
マツダ,キャロルエコ,HB35S,12/11～13/03,全グレード,参考DENSO品番:DCC7003,,1A02-61-148/Z41G-V6-765,カーボンタイプ PM2.5cut ver.,1679,,258937,30080308001-qq-93,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
マツダ,スクラムトラック,DG16T,13/09～,販売店オプションフィルター車,参考DENSO品番:DCC7001,,Z48V-V6-765,カーボンタイプ,1290,,258735,30080208002-qq-169,STRIKE,エアコンフィルター カーボンタイプ
マツダ,スクラムトラック,DG52T/DG62T/DG63T/DH52T,99/01～13/09,エアコン車,参考DENSO品番:DCC7001,,1A01-61-148,カーボンタイプ,1290,,259104,30080208002-qq-170,STRIKE,エアコンフィルター カーボンタイプ
マツダ,スクラムバン,DG52T/DG62T/DHT52,99/01～05/09,エアコン車,参考DENSO品番:DCC7001,,1A01-61-148,カーボンタイプ,1290,,258736,30080208002-qq-171,STRIKE,エアコンフィルター カーボンタイプ
マツダ,スクラムバン/スクラムワゴン,DG64,05/09～,全グレード,参考DENSO品番:DCC7004,,1A00-76-739/Z35W-V6-765,カーボンタイプ,1290,,259123,30080208004-qq-140,STRIKE,エアコンフィルター カーボンタイプ
マツダ,スクラムワゴン,DG52T/DG62T,99/12～05/09,全グレード,参考DENSO品番:DCC7001,,1A01-61-148,カーボンタイプ,1290,,258737,30080208002-qq-172,STRIKE,エアコンフィルター カーボンタイプ
マツダ,スピアーノ,HF21S,02/02～08/11,全グレード,参考DENSO品番:DCC7001,,1A01-61-148,カーボンタイプ,1290,,258738,30080208002-qq-173,STRIKE,エアコンフィルター カーボンタイプ
マツダ,デミオ,DE3AS/DE3FS/DE5FS/DEJFS,07/07～14/09,全グレード,参考DENSO品番:DCC4007,,D651-61-J6X/D01G-61-J6X,カーボンタイプ,1637,,258892,30080210004-qq-142,STRIKE,エアコンフィルター カーボンタイプ
マツダ,デミオ,DY3W/DY3R/DY5W/DY5R,02/08～07/07,全グレード,参考DENSO品番:DCC4004,,D375-61-P11B,カーボンタイプ,1371,,259178,30080210003-qq-143,STRIKE,エアコンフィルター カーボンタイプ
マツダ,デミオ,DY3W/DY3R/DY5W/DY5R,02/08～07/07,,,,D375-61-P11B,,1246,,258610,30080110002-qq-63,STRIKE,エアコンフィルター
マツダ,ファミリアバン,Y11,99/06～08/12,ミクロガードピュアトロン装着車除く,,,1N03-61-148,カーボンタイプ,1344,,259169,30080210001-qq-1,STRIKE,エアコンフィルター カーボンタイプ
マツダ,ファミリアバン,Y12系,07/01～,全グレード,参考DENSO品番:DCC2010,,1N06-61-148,カーボンタイプ,1477,,258710,30080207005-qq-144,STRIKE,エアコンフィルター カーボンタイプ
マツダ,フレアクロスオーバー,MS31,14/01～,全グレード,参考DENSO品番:DCC7006,,1A02-76-739/Z46B-V6-765,カーボンタイプ,1290,,258767,30080208005-qq-145,STRIKE,エアコンフィルター カーボンタイプ
マツダ,フレアワゴン,MM21,12/06～13/04,全グレード,参考DENSO品番:DCC7006,,1A01-76-739/Z46B-V6-765,カーボンタイプ,1290,,259126,30080208005-qq-146,STRIKE,エアコンフィルター カーボンタイプ
マツダ,ベリーサ,DC5W/DC5R,04/06～,全グレード,参考DENSO品番:DCC4004,,D375-61-P11B,カーボンタイプ,1371,,258891,30080210003-qq-147,STRIKE,エアコンフィルター カーボンタイプ
マツダ,ベリーサ,DC5W/DC5R,04/06～,,,,D375-61-P11B,,1246,,258611,30080110002-qq-64,STRIKE,エアコンフィルター
マツダ,ラピュタ,HP11S/HP21S/HP22S,99/03～05/12,全グレード,参考DENSO品番:DCC7001,,1A01-61-148,カーボンタイプ,1290,,259105,30080208002-qq-174,STRIKE,エアコンフィルター カーボンタイプ
三菱,eKスペース/eKスペースカスタム,B11,14/02～,全グレード,参考DENSO品番:DCC8003,,7850A002/MZ600193,カーボンタイプ,1290,,258681,30080206002-qq-190,STRIKE,エアコンフィルター カーボンタイプ
三菱,eKワゴン,H81W,,,,,MZ600152,,1308,,258540,30080106001-qq-160,STRIKE,エアコンフィルター
三菱,eKワゴン/eKカスタム,B11,13/06～,全グレード,参考DENSO品番:DCC8003,,7850A002/MZ600194,カーボンタイプ,1290,,258680,30080206002-qq-188,STRIKE,エアコンフィルター カーボンタイプ
三菱,eKワゴン/eKスポーツ,H82,06/09～13/06,全グレード,参考DENSO品番:DCC8003,,7850A001/MZ600190,カーボンタイプ,1290,,258682,30080206002-qq-191,STRIKE,エアコンフィルター カーボンタイプ
三菱,eKワゴン/eKスポーツ/eKアクティブ,H81,04/12～06/09,全グレード,参考DENSO品番:DCC8003,,7803A012,カーボンタイプ,1290,,258679,30080206002-qq-186,STRIKE,エアコンフィルター カーボンタイプ
三菱,eKワゴン/eKスポーツ/eKアクティブ/eKクラッシィ,H81,eKワゴン:01/10～04/12<br>eKスポーツ:02/09～04/12<br>eKアクティブ:04/05～04/12<br>eKクラッシィ:03/05～04/12,販売店オプションフィルター装着車,参考DENSO品番:DCC8004,,MZ600148,カーボンタイプ,1637,,259086,30080206003-qq-193,STRIKE,エアコンフィルター カーボンタイプ
三菱,RVR,GA3/GA4,10/02～,全グレード,,,7803A004/7803A005/MZ600192,カーボンタイプ,1344,,258878,30080210001-qq-17,STRIKE,エアコンフィルター カーボンタイプ
三菱,アイ,HA1,06/01～13/04,全グレード,参考DENSO品番:DCC8003,,7803A012/MZ600190,カーボンタイプ,1290,,258683,30080206002-qq-194,STRIKE,エアコンフィルター カーボンタイプ
三菱,アイ,HA1W,,,,,MZ600152,,1308,,259019,30080106001-qq-158,STRIKE,エアコンフィルター
三菱,アイミーブ,HA3/HA4,09/07～,全グレード,参考DENSO品番:DCC8003,,7803A012/MZ600194/7850A003,カーボンタイプ,1290,,258684,30080206002-qq-195,STRIKE,エアコンフィルター カーボンタイプ
三菱,アイミーブ,HA3W,,,,,MZ600152,,1308,,259020,30080106001-qq-159,STRIKE,エアコンフィルター
三菱,アウトランダー,CW4/CW5/CW6/GF7W/GF8W,CW4/CW5/CW6:05/10～12/10<br>GF7W/GF8W:12/10～,全グレード,,,7803A109/7803A004/MZ600192/MZ600170,カーボンタイプ,1344,,258879,30080210001-qq-19,STRIKE,エアコンフィルター カーボンタイプ
三菱,アウトランダーPHEV,GG2W,13/01～,全グレード,,,7803A109/MZ600195/7803A004/MZ600192,カーボンタイプ,1344,,258881,30080210001-qq-20,STRIKE,エアコンフィルター カーボンタイプ
三菱,エアトレック,CU2/CU4/CU5,01/06～05/10,全グレード,参考DENSO品番:DCC8001,,MZ600143,カーボンタイプ,1451,,259079,30080206001-qq-196,STRIKE,エアコンフィルター カーボンタイプ
三菱,ギャランフォルティス/ギャランフォルティススポーツバック,CY3/CY4/CY6,ギャランフォルティス:07/08～<br>ギャランフォルティススポーツバック:08/12～,全グレード,,,7803A005/MZ600195/MZ600192/7803A043,カーボンタイプ,1344,,259172,30080210001-qq-22,STRIKE,エアコンフィルター カーボンタイプ
三菱,グランディス,NA4,03/05～09/03,全グレード,参考DENSO品番:DCC8001,,MR398288,カーボンタイプ,1451,,258674,30080206001-qq-197,STRIKE,エアコンフィルター カーボンタイプ
三菱,タウンボックス/ミニキャブ・バン,DS64,14/02～,全グレード,参考DENSO品番:DCC7004,,MQ507393,カーボンタイプ,1290,,259125,30080208004-qq-198,STRIKE,エアコンフィルター カーボンタイプ
三菱,ディオン,CR5/CR6/CR9,00/01～06/03,全グレード,参考DENSO品番:DCC8001,,MZ600143,カーボンタイプ,1451,,258675,30080206001-qq-199,STRIKE,エアコンフィルター カーボンタイプ
三菱,デリカD：2,MB15,11/03～,全グレード,参考DENSO品番:DCC7008,,MQ502113/MZ600196,カーボンタイプ,1384,,258775,30080208006-qq-200,STRIKE,エアコンフィルター カーボンタイプ
三菱,デリカD：3,BM20,11/10～,全グレード,参考DENSO品番:DCC2010,,MQ700022/MQ705979,カーボンタイプ,1477,,258711,30080207005-qq-201,STRIKE,エアコンフィルター カーボンタイプ
三菱,デリカD：5,CV1/CV2/CV4/CV5,07/01～,全グレード,,,7803A005/MZ600195/MZ600192,カーボンタイプ,1344,,258882,30080210001-qq-23,STRIKE,エアコンフィルター カーボンタイプ
三菱,デリカバン,BVM20,11/10～,全グレード,参考DENSO品番:DCC2010,,,カーボンタイプ,1477,,258712,30080207005-qq-202,STRIKE,エアコンフィルター カーボンタイプ
三菱,トッポ,H82,08/09～13/04,全グレード,参考DENSO品番:DCC8003,,7850A001/MZ600190,カーボンタイプ,1290,,259083,30080206002-qq-203,STRIKE,エアコンフィルター カーボンタイプ
三菱,トッポ,H82A,,,,,MZ600152,,1308,,258541,30080106001-qq-161,STRIKE,エアコンフィルター
三菱,トッポBJ,H41/H42/H46/H47,98/10～03/07,全グレード,参考DENSO品番:DCC8004,,MR315172,カーボンタイプ,1637,,258686,30080206003-qq-204,STRIKE,エアコンフィルター カーボンタイプ
三菱,トッポBJワイド,H43/H48,99/01～01/05,全グレード,参考DENSO品番:DCC8004,,MR315172,カーボンタイプ,1637,,259087,30080206003-qq-205,STRIKE,エアコンフィルター カーボンタイプ
三菱,パジェロイオ,H61/H62/H66/H67/H71/H72/H76/H77,98/06～07/06,販売店オプションフィルター装着車<br>98/06～98/10:フィルターカバー付き車,参考DENSO品番:DCC8004,,MZ600139,カーボンタイプ,1637,,258687,30080206003-qq-206,STRIKE,エアコンフィルター カーボンタイプ
三菱,パジェロミニ,H53/H58,02/09～12/06,全グレード,参考DENSO品番:DCC8004,,MR315172,カーボンタイプ,1637,,259088,30080206003-qq-207,STRIKE,エアコンフィルター カーボンタイプ
三菱,ミニカ,H42/H47,98/10～11/06,販売店オプションフィルター装着車<br>タウンビー/Pj,参考DENSO品番:DCC8004,,MR315172/MZ600148,カーボンタイプ,1637,,259089,30080206003-qq-208,STRIKE,エアコンフィルター カーボンタイプ
三菱,ミニキャブ・トラック,DS16,14/02～,販売店オプションフィルター車,参考DENSO品番:DCC7001,,MZ600097,カーボンタイプ,1290,,258739,30080208002-qq-175,STRIKE,エアコンフィルター カーボンタイプ
三菱,ミラージュ,A05,12/08～,全グレード,参考DENSO品番:DCC8003,,7850A002/MZ600194/MZ600190,カーボンタイプ,1290,,258685,30080206002-qq-209,STRIKE,エアコンフィルター カーボンタイプ
三菱,ミラージュ・ディンゴ,CQ1/CQ2/CQ5,99/01～02/08,全グレード,参考DENSO品番:DCC8001,,MZ600143,カーボンタイプ,1451,,258676,30080206001-qq-210,STRIKE,エアコンフィルター カーボンタイプ
三菱,ランサー,CS2/CS5/CS6,03/02～10/05,全グレード,参考DENSO品番:DCC8001,,MZ600143,カーボンタイプ,1451,,259080,30080206001-qq-211,STRIKE,エアコンフィルター カーボンタイプ
三菱,ランサーエボリューションVII/VIII/IX,CT9,01/02～07/09,エアコン装着車,参考DENSO品番:DCC8001,,MZ600143,カーボンタイプ,1451,,259081,30080206001-qq-212,STRIKE,エアコンフィルター カーボンタイプ
三菱,ランサーエボリューションX,CZ4A,07/10～,全グレード,,,7803A005/MZ600195/MZ600170,カーボンタイプ,1344,,258883,30080210001-qq-24,STRIKE,エアコンフィルター カーボンタイプ
三菱,ランサーカーゴ,CS2,03/01～08/12,全グレード,参考DENSO品番:DCC8001,,MZ600143,カーボンタイプ,1451,,258677,30080206001-qq-214,STRIKE,エアコンフィルター カーボンタイプ
三菱,ランサーカーゴ,Y12系,08/12～,全グレード,参考DENSO品番:DCC2010,,MQ700022/MQ700023/MZ600175,カーボンタイプ,1477,,259095,30080207005-qq-213,STRIKE,エアコンフィルター カーボンタイプ
三菱,ランサーセディア/ランサーワゴン,CS2/CS5,ランサーセディア:00/05～03/02<br>ランサーワゴン:03/02～07/06,全グレード,参考DENSO品番:DCC8001,,MZ600143,カーボンタイプ,1451,,259082,30080206001-qq-215,STRIKE,エアコンフィルター カーボンタイプ
三菱,ランサーセディアワゴン,CS5,00/11～03/02,全グレード,参考DENSO品番:DCC8001,,MZ600143,カーボンタイプ,1451,,258678,30080206001-qq-216,STRIKE,エアコンフィルター カーボンタイプ
レクサス,CT200h,ZWA10,11/01～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,258806,30080209003-qq-146,STRIKE,エアコンフィルター カーボンタイプ
レクサス,CT200h,ZWA10,11/01～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,258994,30080309002-qq-77,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,GS250/GS350,GRL10/GRL11/GRL15,12/01～,全グレード,参考DENSO品番:DCC1013,,87139-30100,カーボンタイプ,1411,,259165,30080209007-qq-34,STRIKE,エアコンフィルター カーボンタイプ
レクサス,GS300h/GS450h,AWL10/GWL10,12/03～,全グレード,参考DENSO品番:DCC1013,,87139-30100,カーボンタイプ,1411,,259166,30080209007-qq-35,STRIKE,エアコンフィルター カーボンタイプ
レクサス,GS350/GS430/GS460,GRS191/GRS196/UZS190/URS190,05/08～12/01,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,258995,30080309002-qq-78,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,GS350/GS430/GS460,GRS191/GRS196/UZS190/URS190,05/08～12/01,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,259140,30080209003-qq-147,STRIKE,エアコンフィルター カーボンタイプ
レクサス,GS450h,GWS191,06/03～12/03,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,259141,30080209003-qq-148,STRIKE,エアコンフィルター カーボンタイプ
レクサス,GS450h,GWS191,06/03～12/03,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,259214,30080309002-qq-79,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,HS250h,ANF10,09/07～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,258807,30080209003-qq-149,STRIKE,エアコンフィルター カーボンタイプ
レクサス,HS250h,ANF10,09/07～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,258996,30080309002-qq-80,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,IS F,USE20,07/12～14/07,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,259143,30080209003-qq-151,STRIKE,エアコンフィルター カーボンタイプ
レクサス,IS F,USE20,07/12～14/07,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,259215,30080309002-qq-82,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,IS250/IS350,GSE20/GSE21/GSE25,05/09～13/05,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,258997,30080309002-qq-81,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,IS250/IS350,GSE20/GSE21/GSE25,05/09～13/05,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,259142,30080209003-qq-150,STRIKE,エアコンフィルター カーボンタイプ
レクサス,IS250/IS350,GSE30/GSE31/GSE35,13/05～,全グレード,参考DENSO品番:DCC1013,,87139-30100,カーボンタイプ,1411,,258871,30080209007-qq-36,STRIKE,エアコンフィルター カーボンタイプ
レクサス,IS300h,AVE30,13/05～,全グレード,参考DENSO品番:DCC1013,,87139-30100,カーボンタイプ,1411,,259167,30080209007-qq-37,STRIKE,エアコンフィルター カーボンタイプ
レクサス,NX200t,AGZ10/AGZ15,14/07～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,258808,30080209003-qq-152,STRIKE,エアコンフィルター カーボンタイプ
レクサス,NX200t,AGZ10/AGZ15,14/07～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,258998,30080309002-qq-83,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,NX300h,AYZ10/AYZ15,14/07～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,258809,30080209003-qq-153,STRIKE,エアコンフィルター カーボンタイプ
レクサス,NX300h,AYZ10/AYZ15,14/07～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,258999,30080309002-qq-84,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,RC F,USC10,14/10～,全グレード,参考DENSO品番:DCC1013,,87139-30100,カーボンタイプ,1411,,258873,30080209007-qq-39,STRIKE,エアコンフィルター カーボンタイプ
レクサス,RC300h,AVC10,14/10～,全グレード,参考DENSO品番:DCC1013,,87139-30100,カーボンタイプ,1411,,259168,30080209007-qq-40,STRIKE,エアコンフィルター カーボンタイプ
レクサス,RC350,GSC10,14/10～,全グレード,参考DENSO品番:DCC1013,,87139-30100,カーボンタイプ,1411,,258872,30080209007-qq-38,STRIKE,エアコンフィルター カーボンタイプ
レクサス,RX270/RX350,GGL10/GGL15/GGL16/AGL10,09/01～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,258810,30080209003-qq-154,STRIKE,エアコンフィルター カーボンタイプ
レクサス,RX270/RX350,GGL10/GGL15/GGL16/AGL10,09/01～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,259000,30080309002-qq-85,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,RX450h,GYL10/GYL15/GYL16,09/04～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ PM2.5cut ver.,1530,,259001,30080309002-qq-86,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
レクサス,RX450h,GYL10/GYL15/GYL16,09/04～,全グレード,参考DENSO品番:DCC1009,,87139-30040-79,カーボンタイプ,1344,,259144,30080209003-qq-155,STRIKE,エアコンフィルター カーボンタイプ
