自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,スイフト,ZC11S/ZC21S/ZC71S,04/11～10/09,,フロント,20600,,113846,371039,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,スイフト,ZC13S/ZC53S/ZD53S,17/01～,,フロント,20600,,79032,351102,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,スイフト,ZC13S/ZC53S/ZD53S,17/01～,,リア,19000,,125652,375131,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
スズキ,スイフト,ZC31S,05/09～11/12,,フロント,20600,,94381,371039,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,スイフト,ZC31S,05/09～11/12,,リア,19000,,87448,335112,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
スズキ,スイフト,ZC32S,11/12～17/09,,フロント,20600,,98393,351102,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,スイフト,ZC32S,11/12～17/09,,リア,19000,,92965,375131,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
スズキ,スイフト,ZC33S,17/09～,,フロント,20600,,104994,351102,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,スイフト,ZC33S,17/09～,,リア,19000,,106087,375131,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
スズキ,スイフト,ZC43S,17/01～,SL リア:ディスク,フロント,20600,,98394,351102,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,スイフト,ZC43S,17/01～,SL リア:ディスク,リア,19000,,125653,375131,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
