自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,ツイン,EC22S,03/01～,,フロント,24600,,76636,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ハスラー,MR31S/MR41S,14/01～,,フロント,24600,,96336,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,パレット,MK21S,08/01～,NA&ターボ,フロント,24600,,89752,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE21S,02/01～03/08,NA・FF車 車台No.→420000,フロント,24600,,102538,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE21S,02/01～05/01,NA・4WD車 車台No.→161593,フロント,24600,,76634,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE21S,02/09～03/08,ターボ 車台No.→920000,フロント,24600,,109228,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE21S,03/08～05/01,NA・FF車 車台No.420001→519297,フロント,24600,,96004,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE21S,03/08～05/11,ターボ 車台No.920001→950000,フロント,24600,,122161,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE21S,05/01～08/11,NA・4WD車 車台No.161594→,フロント,24600,,115826,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE21S,05/01～08/11,NA・FF車 車台No.519298→,フロント,24600,,109237,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE21S,05/12～08/11,ターボ 車台No.950001→,フロント,24600,,102543,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ラパン,HE22S,08/11～15/06,NA&ターボ,フロント,24600,,89751,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
