自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
マツダ,デミオ,DE3FS/DE5FS,2007.7～2014.9,,Fr：調整式ピロボール<br>Rr：純正流用,414834,,212781,3AAA-M7-A1-000-2CUP-qq-e-245,出さない,3AAA.M7.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|純正流用,175/12|180/7,50|60,+50/-30|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,,510000,出さない,受注生産　1ヶ月程度
マツダ,デミオ,DE3FS/DE5FS,2007/7～2014/9,,Fr：調整式ピロボール<br>Rr：純正流用,227563,,212115,3AAA-M7-A1-000-qq-e-69,3AAA-M7-A1-000-qq-e-d-69,3AAA.M7.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|純正流用,175/12|180/7,50|60,+50/-30|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,,290000,232500,受注生産　2～3週間程度
マツダ,ファミリア,BG8Z GT-R,1989/2～1996/10,(HP),Fr：調整式ピロボール<br>Rr：調整式ピロボール,281853,,212510,3AAA-P5-A1-000-qq-e-74,3AAA-P5-A1-000-qq-e-d-74,3AAA.P5.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|調整式ピロボール,200/6|250/5,40|40,+30/-10|+30/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,特注対応車種,360000,285000,受注生産　2～3週間程度
マツダ,ファミリア,BG8Z GT-X,1989/2～1996/10,,Fr：調整式ピロボール<br>Rr：調整式ピロボール,281853,,212511,3AAA-P5-B1-000-qq-e-75,3AAA-P5-B1-000-qq-e-d-75,3AAA.P5.B1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|調整式ピロボール,200/5|250/4,40|40,+30/-10|+30/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,特注対応車種,360000,285000,受注生産　2～3週間程度
マツダ,マツダスピードアクセラ,BK3P,2003/10～2009/6,,Fr：純正流用<br>Rr：純正流用,227563,,212125,3AAA-MP02-000-qq-e-77,3AAA-MP02-000-qq-e-d-77,3AAA.MP02.000,Aragosta,全長調整式車高調,S,純正流用|純正流用,175/10|(230/4),678|676,+10/-20|+15/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,290000,232500,受注生産　2～3週間程度
マツダ,マツダスピードアクセラ,BL3FW,2009.6～2013.11,,Fr：固定式ピロボール<br>Rr：純正流用,431102,,212127,3AAA-MP08-000-2CUP-qq-e-349,出さない,3AAA.MP08.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|純正流用,175/10|(230/4),659|666,+10/-16|+30/-5,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,530000,出さない,受注生産　1ヶ月程度
マツダ,マツダスピードアクセラ,BL3FW,2009/6～2013/11,,Fr：固定式ピロボール<br>Rr：純正流用,243075,,213008,3AAA-MP08-000-qq-e-78,3AAA-MP08-000-qq-e-d-78,3AAA.MP08.000,Aragosta,全長調整式車高調,S,固定式ピロボール|純正流用,175/10|(230/4),659|666,+10/-16|+30/-5,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,310000,247500,受注生産　2～3週間程度
マツダ,マツダスピードアテンザ,GG3P,2002～2008,,Fr：固定式ピロボール<br>Rr：上下ラバーブッシュ,439236,,211400,3AAA-MP01-000-2CUP-qq-e-351,出さない,3AAA.MP01.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|上下ラバーブッシュ,200/16|(220/6),663|665,+20/-22|+40/-17,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,540000,出さない,受注生産　1ヶ月程度
マツダ,マツダスピードアテンザ,GG3P,2002～2008,,Fr：固定式強化ラバー<br>Rr：上下ラバーブッシュ,239197,,211795,3AAA-MP01-R00-qq-e-79,3AAA-MP01-R00-qq-e-d-79,3AAA.MP01.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|上下ラバーブッシュ,200/16|(220/6),663|665,+20/-16|+40/-17,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,305000,243800,受注生産　2～3週間程度
マツダ,マツダスピードアテンザ,GG3P,2002～2008,,Fr：固定式ピロボール<br>Rr：上下ラバーブッシュ,250831,,212124,3AAA-MP01-000-qq-e-80,3AAA-MP01-000-qq-e-d-80,3AAA.MP01.000,Aragosta,全長調整式車高調,S,固定式ピロボール|上下ラバーブッシュ,200/16|(220/6),663|665,+20/-22|+40/-17,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,320000,255000,受注生産　2～3週間程度
マツダ,ミレーニア,TA5P,1997～2003,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,239197,,213007,3AAA-MP05-000-qq-e-81,3AAA-MP05-000-qq-e-d-81,3AAA.MP05.000,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,200/13|250/6,40|40,+40/-20|+40/-25,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,305000,243800,受注生産　2～3週間程度
マツダ,ランティス,BA8P/BAEP,1993～1997,,Fr：調整式ピロボール<br>Rr：調整式ピロボール,266342,,212846,3AAA-PH-A1-000-qq-e-82,3AAA-PH-A1-000-qq-e-d-82,3AAA.PH.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|調整式ピロボール,250/7|250/6,40|40,+40/-20|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,特注対応車種<br>アッパーマウントはフロント・リアとも社外製アッパー使用,340000,270000,受注生産　2～3週間程度
マツダ,ロードスター,NA#/NB#,1989/9～2005/8,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,212051,,212112,3AAA-M2-A1-000-qq-e-84,3AAA-M2-A1-000-qq-e-d-84,3AAA.M2.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/5|200/4,25|25,+5/-20|+10/-15,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,270000,217500,受注生産　2～3週間程度
マツダ,ロードスター,NA#/NB#,1989/9～2005/8,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,200417,,212113,3AAA-M2-A1-R00-qq-e-86,3AAA-M2-A1-R00-qq-e-d-86,3AAA.M2.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,200/5|200/4,25|25,+20/-40|+10/-15,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,255000,206300,受注生産　2～3週間程度
マツダ,ロードスター,NCEC,2005.8～2015.5,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,431102,,211786,3AAA-MH-A1-000-2CUP-qq-e-249,出さない,3AAA.MH.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|固定式ピロボール,200/10|225/4,45|30,+40/-24|+8/-8,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,純正フロントタワーバー使用不可,530000,出さない,受注生産　1ヶ月程度
マツダ,ロードスター,NCEC,2005/8～2015/5,,Fr：固定式強化ラバー<br>Rr：純正流用,227563,,211392,3AAA-MH-A1-R00-qq-e-90,3AAA-MH-A1-R00-qq-e-d-90,3AAA.MH.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|純正流用,200/10|225/4,45|30,+40/-24|-,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,純正フロントタワーバー使用不可,290000,232500,受注生産　2～3週間程度
マツダ,ロードスター,NCEC,2005/8～2015/5,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,250831,,213004,3AAA-MH-A1-000-qq-e-87,3AAA-MH-A1-000-qq-e-d-87,3AAA.MH.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/10|225/4,45|30,+40/-24|+8/-8,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,純正フロントタワーバー使用不可,320000,255000,受注生産　2～3週間程度
マツダ,ロードスター,ND5RC,2015.5～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,398566,,212458,3AAA-MK-A1-000-2CUP-qq-e-250,出さない,3AAA.MK.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|固定式ピロボール,200/9|225/5,40|40,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,490000,出さない,受注生産　1ヶ月程度
マツダ,ロードスター,ND5RC,2015/5～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,219807,,211396,3AAA-MK-A1-000-qq-e-93,3AAA-MK-A1-000-qq-e-d-93,3AAA.MK.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/9|225/5,40|40,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,280000,225000,受注生産　2～3週間程度
マツダ,ロードスター,ND5RC,2015/5～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,208173,,212459,3AAA-MK-A1-R00-qq-e-92,3AAA-MK-A1-R00-qq-e-d-92,3AAA.MK.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,200/9|225/5,40|40,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,265000,213800,受注生産　2～3週間程度
マツダ,ロードスター,RF/NDERC,2016.3～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,406700,,212119,3AAA-MK-B1-000-2CUP-qq-e-251,出さない,3AAA.MK.B1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|固定式ピロボール,200/9|225/6,40|40,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,500000,出さない,受注生産　1ヶ月程度
マツダ,ロードスターRF,NDERC,2016/3～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,227563,,212460,3AAA-MK-B1-000-qq-e-98,3AAA-MK-B1-000-qq-e-d-98,3AAA.MK.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/9|225/6,40|40,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,290000,232500,受注生産　2～3週間程度
マツダ,ロードスターRF,NDERC,2016/3～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,215929,,212461,3AAA-MK-B1-R00-qq-e-96,3AAA-MK-B1-R00-qq-e-d-96,3AAA.MK.B1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,200/9|225/6,40|40,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,275000,221300,受注生産　2～3週間程度
光岡,ゼロワン,,1994～2000,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,266342,,211395,3AAA-MIT-B1-00-qq-e-36,出さない,3AAA.MIT.B1.00,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,150/6+3|150/6+3,,,材質:アルミカシマコート/正立式ショック,材質:アルミカシマコート/正立式ショック,,340000,出さない,受注生産　2～3週間程度
光岡,大蛇(オロチ),,2006/10～2014,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,452481,,211394,3AAA-MIT-A1-00-qq-e-37,出さない,3AAA.MIT.A1.00,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,150/12|150/8,667|650,+13/-15|+18/-10,材質:アルミカシマコート/正立式ショック,材質:アルミカシマコート/正立式ショック,リア4本ショック、スプリング<br>ダウン量は地上～フェンダーアーチ中央が目安,580000,出さない,受注生産　2～3週間程度
三菱,FTO,DE3A,1994.10～2002.12,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,439236,,212410,3AAA-DP01-000-2CUP-qq-e-345,出さない,3AAA.DP01.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,175/9|200/6,30|30,+30/-10|+10/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,540000,出さない,受注生産　1ヶ月程度
三菱,FTO,DE3A,1994/10～2002/12,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,250831,,212411,3AAA-DP01-000-qq-e-99,3AAA-DP01-000-qq-e-d-99,3AAA.DP01.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,175/9|200/6,30|30,+30/-10|+10/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,320000,255000,受注生産　2～3週間程度
三菱,GTO,Z15A/Z16A,1999.10～2001.3,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,455504,,211321,3AAA-D3-A1-000-2CUP-qq-e-344,出さない,3AAA.D3.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/12|200/8,30|20,+30/-5|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,560000,出さない,受注生産　1ヶ月程度
三菱,GTO,Z15A/Z16A,1999.10～2001.3,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,601916,,211322,3AAA-D3-A1-000-4CUP-qq-e-551,出さない,3AAA.D3.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,S,調整式ピロボール|固定式ピロボール,200/12|200/8,30|20,+30/-5|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,740000,出さない,受注生産　1ヶ月程度
三菱,GTO,Z15A/Z16A,1999.10～2001.3,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,449810,,211716,3AAA-D3-A1-R00-2CUP-qq-e-239,出さない,3AAA.D3.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/12|200/8,30|20,+30/-5|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,553000,出さない,受注生産　1ヶ月程度
三菱,GTO,Z15A/Z16A,1999/10～2001/3,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,266342,,211715,3AAA-D3-A1-000-qq-e-3,3AAA-D3-A1-000-qq-e-d-3,3AAA.D3.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/12|200/8,30|20,+30/-5|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,340000,270000,受注生産　2～3週間程度
三菱,GTO,Z15A/Z16A,1999/10～2001/3,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,260913,,212988,3AAA-D3-A1-R00-qq-e-1,3AAA-D3-A1-R00-qq-e-d-1,3AAA.D3.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/12|200/8,30|20,+30/-5|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,333000,264800,受注生産　2～3週間程度
三菱,アウトランダー,CW5W/CW6W,2005/10～2012/10,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,266342,,212074,3AAA-DP03-000-qq-e-6,3AAA-DP03-000-qq-e-d-6,3AAA.DP03.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,175/7|250/6,30|30,+30/-25|+40/-15,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,340000,270000,受注生産　2～3週間程度
三菱,エクリプス,D27A,1990.12～1995,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,455504,,211338,3AAA-DP09-000-2CUP-qq-e-243,出さない,3AAA.DP09.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/8|250/6,35|30,+30/-15|+15/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,560000,出さない,受注生産　1ヶ月程度
三菱,エクリプス,D27A,1990/12～1995,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,266342,,211339,3AAA-DP09-000-qq-e-7,3AAA-DP09-000-qq-e-d-7,3AAA.DP09.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/8|250/6,35|30,+30/-15|+15/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,340000,270000,受注生産　2～3週間程度
三菱,エクリプス,D32A,1995.6～2000,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,455504,,212184,3AAA-PV-A1-000-2CUP-qq-e-506,出さない,3AAA.PV.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/12|200/6,650|655,+25/-20|+35/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種<br>ダウン量は地上～フェンダーアーチ中央が目安,560000,出さない,受注生産　1ヶ月程度
三菱,エクリプス,D32A,1995/6～2000,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,266342,,212185,3AAA-PV-A1-000-qq-e-8,3AAA-PV-A1-000-qq-e-d-8,3AAA.PV.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/12|200/6,650|655,+25/-20|+35/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種<br>ダウン量は地上～フェンダーアーチ中央が目安,340000,270000,受注生産　2～3週間程度
三菱,エクリプス,D53A,2000～2006,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,266342,,212073,3AAA-DP02-000-qq-e-9,3AAA-DP02-000-qq-e-d-9,3AAA.DP02.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,175/13|200/5,30|30,+40/-10|+20/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,340000,270000,受注生産　2～3週間程度
三菱,エクリプス,D53A,2000～2006,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,455504,,212412,3AAA-DP02-000-2CUP-qq-e-244,出さない,3AAA.DP02.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,175/13|200/5,30|30,+40/-10|+20/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,560000,出さない,受注生産　1ヶ月程度
三菱,ギャラン/レグナムVR-4,E38/E39,1987.10～1992.5,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,455504,,211461,3AAA-PP-A1-000-2CUP-qq-e-346,出さない,3AAA.PP.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/6|250/5,30|30,+40/-10|+10/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種<br>フロントアッパーマウントは社外製アッパー使用,560000,出さない,受注生産　1ヶ月程度
三菱,ギャラン/レグナムVR-4,E38/E39,1987/10～1992/5,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,266342,,211853,3AAA-PP-A1-000-qq-e-10,3AAA-PP-A1-000-qq-e-d-10,3AAA.PP.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/6|250/5,30|30,+40/-10|+10/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種<br>フロントアッパーマウントは社外製アッパー使用,340000,270000,受注生産　2～3週間程度
三菱,ギャラン/レグナムVR-4,EC5A/EC5W,1996.8～2002.8,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,433542,,211736,3AAA-DP06-R00-2CUP-qq-e-242,出さない,3AAA.DP06.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/9|200/7,45|30,+25/-20|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,533000,出さない,受注生産　1ヶ月程度
三菱,ギャラン/レグナムVR-4,EC5A/EC5W,1996.8～2002.8,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,439236,,212076,3AAA-DP06-000-2CUP-qq-e-347,出さない,3AAA.DP06.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/9|200/7,45|30,+25/-20|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,540000,出さない,受注生産　1ヶ月程度
三菱,ギャラン/レグナムVR-4,EC5A/EC5W,1996/8～2002/8,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,250831,,212077,3AAA-DP06-000-qq-e-11,3AAA-DP06-000-qq-e-d-11,3AAA.DP06.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|200/7,45|30,+25/-20|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,320000,255000,受注生産　2～3週間程度
三菱,ギャラン/レグナムVR-4,EC5A/EC5W,1996/8～2002/8,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,245401,,212722,3AAA-DP06-R00-qq-e-12,3AAA-DP06-R00-qq-e-d-12,3AAA.DP06.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/9|200/7,45|30,+25/-20|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,313000,249800,受注生産　2～3週間程度
三菱,ギャランフォルティス,CY4A,2007.8～2015,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,439236,,212723,3AAA-DP07-000-2CUP-qq-e-455,出さない,3AAA.DP07.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/8|200/6,35|30,+30/-20|+15/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,540000,出さない,受注生産　1ヶ月程度
三菱,ギャランフォルティス,CY4A,2007/8～2015,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,250831,,211337,3AAA-DP07-000-qq-e-13,3AAA-DP07-000-qq-e-d-13,3AAA.DP07.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/8|200/6,35|30,+30/-20|+15/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,320000,255000,受注生産　2～3週間程度
三菱,コルト,Z27AG,2006.5～2012.10,,Fr：調整式ピロボール<br>Rr：純正流用,422968,,212065,3AAA-D7-A1-000-2CUP-qq-e-332,出さない,3AAA.D7.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|純正流用,200/7|175/5,25|25,+30/-10|+40/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,,520000,出さない,受注生産　1ヶ月程度
三菱,コルト,Z27AG,2006/5～2012/10,,Fr：調整式ピロボール<br>Rr：純正流用,235319,,212712,3AAA-D7-A1-000-qq-e-16,3AAA-D7-A1-000-qq-e-d-16,3AAA.D7.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|純正流用,200/7|175/5,25|25,+30/-10|+40/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,,300000,240000,受注生産　2～3週間程度
