自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,車高調整幅,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,推奨車高 mm(F/R),バネレート kg/mm(F/R),仕様,フロントキャンバー調整,マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
トヨタ,オーリス,NZE151H,2006/10～2012/08,FF,1500,NA,,Fr：-20～-58mm<br>Rr：-27～-63mm,67769,,264331,CRZE151HK-qq-e-f1-252,CRZE151HK-qq-e-d-252,4511478353216,CRZE151HK,TANABE,SUSTEC PRO CR,-40/-47,4.0/4.0,減衰力固定式<br>ネジ式,,150X,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
トヨタ,オーリス,ZRE152H,2006/10～2012/08,FF,1800,NA,,Fr：-18～-54mm<br>Rr：-27～-63mm,67769,,264332,CRZE151HK-qq-e-f1-253,CRZE151HK-qq-e-d-253,4511478353216,CRZE151HK,TANABE,SUSTEC PRO CR,-33/-48,4.0/4.0,減衰力固定式<br>ネジ式,不可,180G,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
トヨタ,オーリス,ZRE186H,2012/08～2016/04,FF,1800,NA,,Fr：+3～-48mm<br>Rr：-12～-53mm,67769,,264340,CRZRE186HK-qq-e-f1-254,CRZRE186HK-qq-e-d-254,4511478353209,CRZRE186HK,TANABE,SUSTEC PRO CR,-28/-36,5.0/6.0,減衰力固定式<br>ネジ式,不可,180G(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
トヨタ,カムリハイブリッド,AXVH70,2017/07～,FF,2500,ハイブリッド,WSグレードは装着不可,Fr：-22～-55mm<br>Rr：-16～-55mm,60346,,264577,CRAXVH70K-qq-e-f1-98k,CRAXVH70K-qq-e-d-98k,4511478356828,CRAXVH70K,TANABE,SUSTEC PRO CR,-29/-39,7.0/6.0,減衰力固定式<br>ネジ式,不可,G,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラアクシオ,NRE160,2012/05～,FF,1300,NA,,Fr：-13～-62mm<br>Rr：-23～-60mm,60346,,264137,CRCP91RSK-qq-e-f1-255,CRCP91RSK-qq-e-d-255,4511478353131,CRCP91RSK,TANABE,SUSTEC PRO CR,-37/-34,3.0/3.0,減衰力固定式<br>ネジ式,不可,X,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラアクシオ,NZE141,2006/10～2012/05,FF,1500,NA,,Fr：-12～-65mm<br>Rr：-17～-76mm,60346,,264327,CRZE141K-qq-e-f1-256,CRZE141K-qq-e-d-256,4511478353223,CRZE141K,TANABE,SUSTEC PRO CR,-47/-59,4.0/5.0,減衰力固定式<br>ネジ式,不可,X,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラアクシオ,NZE161,2012/05～,FF,1500,NA,,データなし,60346,,264578,CRCP91RSK-qq-e-f1-99k,CRCP91RSK-qq-e-d-99k,4511478353131,CRCP91RSK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラアクシオ,ZRE142,2006/10～2012/05,FF,1800,NA,,データなし,60346,,264579,CRZE141K-qq-e-f1-100k,CRZE141K-qq-e-d-100k,4511478353223,CRZE141K,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラアクシオハイブリッド,NKE165,2013/08～,FF,1500,ハイブリッド,,Fr：-34～-67mm<br>Rr：-21～-59mm,60346,,264304,CRSP90K-qq-e-f1-257,CRSP90K-qq-e-d-257,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-44/-41,3.0/3.0,減衰力固定式<br>ネジ式,不可,ハイブリッド(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラスポーツ,NRE210H,2018/06～,FF,1200,ターボ,,Fr：-26～-63mm<br>Rr：-14～-54mm,60346,,264580,CRNRE210HK-qq-e-f1-101k,CRNRE210HK-qq-e-d-101k,4511478356552,CRNRE210HK,TANABE,SUSTEC PRO CR,-37/-33,4.0/5.0,減衰力固定式<br>ネジ式,不可,GX,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラスポーツハイブリッド,ZWE211H,2018/06～,FF,1800,ハイブリッド,,Fr：-29～-64mm<br>Rr：-14～-53mm,60346,,264581,CRZVW50K-qq-e-f1-102k,CRZVW50K-qq-e-d-102k,4511478355081,CRZVW50K,TANABE,SUSTEC PRO CR,-38/-35,4.0/5.0,減衰力固定式<br>ネジ式,不可,ハイブリッドGX,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラセダン,CE121,2000/08～2006/09,FF,2200,NA,,データなし,60346,,264582,CRZE122GK-qq-e-f1-103k,CRZE122GK-qq-e-d-103k,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラセダン,NZE120,2000/08～2006/09,FF,1300,NA,,データなし,60346,,264583,CRZE122GK-qq-e-f1-104k,CRZE122GK-qq-e-d-104k,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラセダン,NZE121,2000/08～2006/09,FF,1500,NA,MC前装着可,Fr：-13～-58mm<br>Rr：+15～-44mm,60346,,264584,CRZE122GK-qq-e-f1-105k,CRZE122GK-qq-e-d-105k,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,-47/-32,4.0/5.0,減衰力固定式<br>ネジ式,不可,G(MC後),フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラセダン,ZZE122,2000/08～2006/09,FF,1800,NA,,データなし,60346,,264585,CRZE122GK-qq-e-f1-106k,CRZE122GK-qq-e-d-106k,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラツーリングハイブリッド,ZWE211W,2019/10～,FF,1800,ハイブリッド,,Fr：-12～-50mm<br>Rr：-12～-50mm,60346,,264586,CRZWE211WK-qq-e-f1-107k,CRZWE211WK-qq-e-d-107k,4511478356811,CRZWE211WK,TANABE,SUSTEC PRO CR,-24/-31,4.0/5.0,減衰力固定式<br>ネジ式,不可,WxB,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラフィールダー,CE121G,2000/08～2006/09,FF,2200,NA,,データなし,60346,,264587,CRZE122GK-qq-e-f1-108k,CRZE122GK-qq-e-d-108k,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラフィールダー,NZE121G,2000/08～2006/09,FF,1500,NA,MC前装着可,Fr：-9～-57mm<br>Rr：+9～-48mm,60346,,264324,CRZE122GK-qq-e-f1-260,CRZE122GK-qq-e-d-260,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,-45/-35,4.0/5.0,減衰力固定式<br>ネジ式,不可,1.5X(MC後),フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラフィールダー,NZE141G,2006/10～2012/05,FF,1500,NA,,Fr：-10～-62mm<br>Rr：-1～-57mm,60346,,264328,CRZE141K-qq-e-f1-262,CRZE141K-qq-e-d-262,4511478353223,CRZE141K,TANABE,SUSTEC PRO CR,-45/-47,4.0/5.0,減衰力固定式<br>ネジ式,不可,1.5X,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラフィールダー,NZE144G,2006/10～2012/05,4WD,1500,NA,,Fr：-20～-70mm<br>Rr：-2～-69mm,60346,,264330,CRZE144GK-qq-e-f1-264,CRZE144GK-qq-e-d-264,4511478353339,CRZE144GK,TANABE,SUSTEC PRO CR,-53/-50,4.0/6.0,減衰力固定式<br>ネジ式,不可,1.5X,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラフィールダー,NZE161G,2012/05～,FF,1500,NA,,Fr：-20～-67mm<br>Rr：-18～-55mm,60346,,264305,CRSP90K-qq-e-f1-258,CRSP90K-qq-e-d-258,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-42/-28,3.0/3.0,減衰力固定式<br>ネジ式,不可,1.5X(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラフィールダー,ZRE142G,2006/10～2012/05,FF,1800,NA,,Fr：-18～-66mm<br>Rr：-18～-73mm,60346,,264329,CRZE141K-qq-e-f1-263,CRZE141K-qq-e-d-263,4511478353223,CRZE141K,TANABE,SUSTEC PRO CR,-54/-59,4.0/5.0,減衰力固定式<br>ネジ式,不可,1.8Sエアロツアラー,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラフィールダー,ZRE144G,2006/10～2012/05,4WD,1800,NA,,データなし,60346,,264588,CRZE144GK-qq-e-f1-109k,CRZE144GK-qq-e-d-109k,4511478353339,CRZE144GK,TANABE,SUSTEC PRO CR,データなし,4.0/6.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラフィールダー,ZRE162G,2012/05～,FF,1800,NA,,データなし,60346,,264589,CRSP90K-qq-e-f1-110k,CRSP90K-qq-e-d-110k,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラフィールダー,ZZE122G,2000/08～2006/09,FF,1800,NA,,Fr：-19～-66mm<br>Rr：+4～-51mm,60346,,264325,CRZE122GK-qq-e-f1-261,CRZE122GK-qq-e-d-261,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,-51/-49,4.0/5.0,減衰力固定式<br>ネジ式,不可,S(MC後),フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラフィールダー,ZZE123G,2000/08～2006/09,FF,1800,NA,,Fr：-23～-61mm<br>Rr：-6～-51mm,60346,,264323,CRZE122GK-qq-e-f1-259,CRZE122GK-qq-e-d-259,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,-50/-40,4.0/5.0,減衰力固定式<br>ネジ式,不可,Z(MC後),フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラフィールダーハイブリッド,NKE165G,2013/08～,FF,1500,ハイブリッド,,Fr：-29～-63mm<br>Rr：-25～-61mm,60346,,264306,CRSP90K-qq-e-f1-265,CRSP90K-qq-e-d-265,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-44/-38,3.0/3.0,減衰力固定式<br>ネジ式,不可,ハイブリッド(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,カローラランクス/アレックス,NZE121,2001/01～2006/09,FF,1500,NA,,データなし,60346,,264590,CRZE122GK-qq-e-f1-111k,CRZE122GK-qq-e-d-111k,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラランクス/アレックス,ZZE122,2001/01～2006/09,FF,1800,NA,,データなし,60346,,264591,CRZE122GK-qq-e-f1-112k,CRZE122GK-qq-e-d-112k,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラランクス/アレックス,ZZE123,2001/01～2004/04,FF,1800,NA,,データなし,60346,,264326,CRZE122GK-qq-e-f1-266,CRZE122GK-qq-e-d-266,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラランクス/アレックス,ZZE123,2004/04～2006/09,FF,1800,NA,,Fr：-7～-46mm<br>Rr：+10～-47mm,60346,,264592,CRZE122GK-qq-e-f1-113k,CRZE122GK-qq-e-d-113k,4511478353346,CRZE122GK,TANABE,SUSTEC PRO CR,-35/-36,4.0/5.0,減衰力固定式<br>ネジ式,,Zエアロツアラー(MC後),フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,カローラルミオン,NZE151N,2007/10～2016/01,FF,1500,NA,,データなし,67769,,264593,CRZE151HK-qq-e-f1-114k,CRZE151HK-qq-e-d-114k,4511478353216,CRZE151HK,TANABE,SUSTEC PRO CR,データなし,4.0/4.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
トヨタ,カローラルミオン,ZRE152N,2007/10～2016/01,FF,1800,NA,,Fr：-18～-47mm<br>Rr：-20～-60mm,67769,,264333,CRZE151HK-qq-e-f1-267,CRZE151HK-qq-e-d-267,4511478353216,CRZE151HK,TANABE,SUSTEC PRO CR,-29/-43,4.0/4.0,減衰力固定式<br>ネジ式,不可,X(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
トヨタ,クラウン,ARS210,2015/10～2018/06,FR,2000,ターボ,,データなし,52922,,264603,CRGRS210MCK-qq-e-f1-124k,CRGRS210MCK-qq-e-d-124k,4511478352820,CRGRS210MCK,TANABE,SUSTEC PRO CR,データなし,7.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,AWS210,2012/12～2013/11,FR,2500,ハイブリッド,2013/12～装着不可,Fr：-5～-62mm<br>Rr：-12～-62mm,52922,,264471,CRGRS182K-qq-e-f1-279,CRGRS182K-qq-e-d-279,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-38/-30,7.0/7.0,減衰力固定式<br>ネジ式,不可,ハイブリッドアスリートS,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,前後年式適合注意,69800,67400,,
トヨタ,クラウン,AWS210,2013/12～2018/06,FR,2500,ハイブリッド,～2013/11装着不可,Fr：-1～-59mm<br>Rr：-18～-67mm,52922,,264465,CRAWS210MCK-qq-e-f1-278,CRAWS210MCK-qq-e-d-278,4511478352837,CRAWS210MCK,TANABE,SUSTEC PRO CR,-35/-40,7.0/7.0,減衰力固定式<br>ネジ式,不可,ハイブリッドアスリートS,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,前後年式適合注意,69800,67400,,
トヨタ,クラウン,GRS180,2003/12～2008/02,FR,2500,NA,,データなし,52922,,264184,CRGRS182K-qq-e-f1-268,CRGRS182K-qq-e-d-268,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,データなし,7.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS182,2003/12～2008/02,FR,3000,NA,,Fr：-19～-66mm<br>Rr：+1～-58mm,52922,,264185,CRGRS182K-qq-e-f1-269,CRGRS182K-qq-e-d-269,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-45/-34,7.0/7.0,減衰力固定式<br>ネジ式,不可,アスリート,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS184,2005/10～2008/02,FR,3500,NA,,Fr：-9～-69mm<br>Rr：+5～-56mm,52922,,264186,CRGRS182K-qq-e-f1-270,CRGRS182K-qq-e-d-270,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-48/-35,7.0/7.0,減衰力固定式<br>ネジ式,不可,アスリート,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS200,2008/02～2012/12,FR,2500,NA,,Fr：-16～-78mm<br>Rr：+5～-59mm,52922,,264604,CRGRS182K-qq-e-f1-125k,CRGRS182K-qq-e-d-125k,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-47/-27,7.0/7.0,減衰力固定式<br>ネジ式,不可,アスリート(MC後),AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS200,2008/02～2012/12,FR,2500,NA,,Fr：-20～-89mm<br>Rr：+5～-59mm,52922,,264189,CRGRS182K-qq-e-f1-275,CRGRS182K-qq-e-d-275,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-47/-27,7.0/7.0,減衰力固定式<br>ネジ式,不可,ロイヤルサルーン,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS202,2008/02～2012/12,FR,3000,NA,,Fr：-20～-89mm<br>Rr：-21～-78mm,52922,,264190,CRGRS182K-qq-e-f1-276,CRGRS182K-qq-e-d-276,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-69/-58,7.0/7.0,減衰力固定式<br>ネジ式,不可,ロイヤルサルーン(MC前),AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS204,2008/02～2012/12,FR,3500,NA,,Fr：-12～-73mm<br>Rr：-12～-70mm,52922,,264187,CRGRS182K-qq-e-f1-271,CRGRS182K-qq-e-d-271,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-50/-53,7.0/7.0,減衰力固定式<br>ネジ式,不可,アスリート,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS210,2012/12～2013/11,FR,2500,NA,,Fr：-13～-76mm<br>Rr：-23～-72mm,52922,,264438,CRGRS182K-qq-e-f1-273,CRGRS182K-qq-e-d-273,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-46/-38,7.0/7.0,減衰力固定式<br>ネジ式,不可,ロイヤルサルーン,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS210,2012/12～2013/11,FR,2500,NA,,Fr：-5～-69mm<br>Rr：-4～-55mm,52922,,264191,CRGRS182K-qq-e-f1-277,CRGRS182K-qq-e-d-277,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-39/-23,7.0/7.0,減衰力固定式<br>ネジ式,不可,アスリートS,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,クラウン,GRS210,2013/12～2018/06,FR,2500,NA,～2013/11装着不可,Fr：-10～-67mm<br>Rr：-19～-71mm,52922,,264196,CRGRS210MCK-qq-e-f1-274,CRGRS210MCK-qq-e-d-274,4511478352820,CRGRS210MCK,TANABE,SUSTEC PRO CR,-36/-36,7.0/7.0,減衰力固定式<br>ネジ式,不可,ロイヤルサルーン,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,前後年式適合注意,69800,67400,,
トヨタ,クラウン,GRS214,2012/12～2013/11,FR,3500,NA,2013/12～装着不可,Fr：+2～-53mm<br>Rr：-2～-52mm,52922,,264188,CRGRS182K-qq-e-f1-272,CRGRS182K-qq-e-d-272,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-20/-20,7.0/7.0,減衰力固定式<br>ネジ式,不可,アスリートS,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,前後年式適合注意,69800,67400,,
